"step_id","parent_step","parameterization","family","anchor","model_label","job_title","rationale","terminal_years","terminal_penalty_weight","terminal_penalty_flag","fish_profile","tag_weight_flag","tag_likelihood","estimate_tag_dispersion","remove_2021_tags","tag_deletion","rr_2021_scope","rr_2021_target","rr_2021_penalty","tag_loss_mode","tag_loss_rate","tag_rr_mixing_mode","tag_2021_mixing_period","trend_flag","standard_terminal_quarters","standard_arithmetic_mean","expected_final_par","tag_likelihood_weight"
"12p015-E2-W050-FBase","12-OrthogonalPoly","opr","terminal-penalty-by-selectivity","E2-W050-FBase","OPR69 end2 weight 50; current fishery controls","Sensitivity E2-W050-FBase","Tests an OPR69 terminal window of 2 calendar year(s) (8 quarters) with terminal-recruitment penalty weight 50. The selectivity treatment is current fishery controls. Every model receives the same final 1,000-evaluation phase, including weight-zero controls.",2,50,500,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p016-E2-W050-FGroup","12-OrthogonalPoly","opr","terminal-penalty-by-selectivity","E2-W050-FGroup","OPR69 end2 weight 50; LF controls propagated within shared selectivity groups","Sensitivity E2-W050-FGroup","Tests an OPR69 terminal window of 2 calendar year(s) (8 quarters) with terminal-recruitment penalty weight 50. The selectivity treatment is LF controls propagated within shared selectivity groups. Every model receives the same final 1,000-evaluation phase, including weight-zero controls.",2,50,500,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p017-E2-W100-FBase","12-OrthogonalPoly","opr","terminal-penalty-by-selectivity","E2-W100-FBase","OPR69 end2 weight 100; current fishery controls","Sensitivity E2-W100-FBase","Tests an OPR69 terminal window of 2 calendar year(s) (8 quarters) with terminal-recruitment penalty weight 100. The selectivity treatment is current fishery controls. Every model receives the same final 1,000-evaluation phase, including weight-zero controls.",2,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p018-E2-W100-FGroup","12-OrthogonalPoly","opr","terminal-penalty-by-selectivity","E2-W100-FGroup","OPR69 end2 weight 100; LF controls propagated within shared selectivity groups","Sensitivity E2-W100-FGroup","Tests an OPR69 terminal window of 2 calendar year(s) (8 quarters) with terminal-recruitment penalty weight 100. The selectivity treatment is LF controls propagated within shared selectivity groups. Every model receives the same final 1,000-evaluation phase, including weight-zero controls.",2,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p019-E2-W200-FBase","12-OrthogonalPoly","opr","terminal-penalty-by-selectivity","E2-W200-FBase","OPR69 end2 weight 200; current fishery controls","Sensitivity E2-W200-FBase","Tests an OPR69 terminal window of 2 calendar year(s) (8 quarters) with terminal-recruitment penalty weight 200. The selectivity treatment is current fishery controls. Every model receives the same final 1,000-evaluation phase, including weight-zero controls.",2,200,2000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p020-E2-W200-FGroup","12-OrthogonalPoly","opr","terminal-penalty-by-selectivity","E2-W200-FGroup","OPR69 end2 weight 200; LF controls propagated within shared selectivity groups","Sensitivity E2-W200-FGroup","Tests an OPR69 terminal window of 2 calendar year(s) (8 quarters) with terminal-recruitment penalty weight 200. The selectivity treatment is LF controls propagated within shared selectivity groups. Every model receives the same final 1,000-evaluation phase, including weight-zero controls.",2,200,2000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p021-E1-W100-FExact","12-OrthogonalPoly","opr","terminal-penalty-by-selectivity","E1-W100-FExact","OPR69 end1 weight 100; five-fishery LF controls exactly as proposed","Sensitivity E1-W100-FExact","Tests the exact five-fishery LF-control proposal at a 1-year terminal window and penalty weight 100; group-consistent cases remain the primary structural comparison.",1,100,1000,"review_exact",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p022-E2-W100-FExact","12-OrthogonalPoly","opr","terminal-penalty-by-selectivity","E2-W100-FExact","OPR69 end2 weight 100; five-fishery LF controls exactly as proposed","Sensitivity E2-W100-FExact","Tests the exact five-fishery LF-control proposal at a 2-year terminal window and penalty weight 100; group-consistent cases remain the primary structural comparison.",2,100,1000,"review_exact",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p023-E1-W100-FTail","12-OrthogonalPoly","opr","isolated-selectivity-effect","E1-W100-FTail","OPR69 end1 weight 100; large-fish tail controls for fisheries 20/27/28","Sensitivity E1-W100-FTail","Isolates one length-frequency/selectivity hypothesis at terminal penalty weight 100. large-fish tail controls for fisheries 20/27/28",1,100,1000,"large_fish_group",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p024-E1-W100-FYoung","12-OrthogonalPoly","opr","isolated-selectivity-effect","E1-W100-FYoung","OPR69 end1 weight 100; zero young-age selectivity for fisheries 12 and 26","Sensitivity E1-W100-FYoung","Isolates one length-frequency/selectivity hypothesis at terminal penalty weight 100. zero young-age selectivity for fisheries 12 and 26",1,100,1000,"young_age",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p025-E1-W100-F17","12-OrthogonalPoly","opr","isolated-selectivity-effect","E1-W100-F17","OPR69 end1 weight 100; earlier upper-age control for fisheries 17 and 18","Sensitivity E1-W100-F17","Isolates one length-frequency/selectivity hypothesis at terminal penalty weight 100. earlier upper-age control for fisheries 17 and 18",1,100,1000,"f17_group",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p026-E2-W100-FTail","12-OrthogonalPoly","opr","isolated-selectivity-effect","E2-W100-FTail","OPR69 end2 weight 100; large-fish tail controls for fisheries 20/27/28","Sensitivity E2-W100-FTail","Isolates one length-frequency/selectivity hypothesis at terminal penalty weight 100. large-fish tail controls for fisheries 20/27/28",2,100,1000,"large_fish_group",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p027-E2-W100-FYoung","12-OrthogonalPoly","opr","isolated-selectivity-effect","E2-W100-FYoung","OPR69 end2 weight 100; zero young-age selectivity for fisheries 12 and 26","Sensitivity E2-W100-FYoung","Isolates one length-frequency/selectivity hypothesis at terminal penalty weight 100. zero young-age selectivity for fisheries 12 and 26",2,100,1000,"young_age",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p028-E2-W100-F17","12-OrthogonalPoly","opr","isolated-selectivity-effect","E2-W100-F17","OPR69 end2 weight 100; earlier upper-age control for fisheries 17 and 18","Sensitivity E2-W100-F17","Isolates one length-frequency/selectivity hypothesis at terminal penalty weight 100. earlier upper-age control for fisheries 17 and 18",2,100,1000,"f17_group",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p029-C1-TagWt0300","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagWt0300","OPR69 end1 weight 0 base LF; tag likelihood weight 0.300","Sensitivity C1-TagWt0300","Scales only the tag likelihood to 0.300 with parest_flag(177)=300. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,0,0,"baseline",300,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.3
"12p030-C1-TagWt0100","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagWt0100","OPR69 end1 weight 0 base LF; tag likelihood weight 0.100","Sensitivity C1-TagWt0100","Scales only the tag likelihood to 0.100 with parest_flag(177)=100. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,0,0,"baseline",100,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.1
"12p031-C1-TagWt0030","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagWt0030","OPR69 end1 weight 0 base LF; tag likelihood weight 0.030","Sensitivity C1-TagWt0030","Scales only the tag likelihood to 0.030 with parest_flag(177)=30. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,0,0,"baseline",30,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.03
"12p032-C1-TagWt0001","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagWt0001","OPR69 end1 weight 0 base LF; tag likelihood weight 0.001","Sensitivity C1-TagWt0001","Scales only the tag likelihood to 0.001 with parest_flag(177)=1. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,0,0,"baseline",1,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.001
"12p033-C1-TagCond","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagCond","OPR69 end1 weight 0 base LF; recaptures-conditioned tags","Sensitivity C1-TagCond","Uses parest_flag(249)=1 so tag data primarily inform relative spatial/fishery recapture patterns rather than absolute recapture magnitude and temporal mortality. This is a different observation model, not an automatic preferred case.",1,0,0,"baseline",0,"recaptures_conditioned",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p034-C1-TagDrop2021","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagDrop2021","OPR69 end1 weight 0 base LF; 2021 releases removed","Sensitivity C1-TagDrop2021","Removes the two 2021 release groups as a deletion diagnostic and synchronises TAG, FRQ, all MFCL 1007 tag sections, and reporting maps. Objective values are not directly comparable because the data differ.",1,0,0,"baseline",0,"negative_binomial",FALSE,TRUE,"both","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p035-C1-TagDisp","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagDisp","OPR69 end1 weight 0 base LF; estimated pooled tag overdispersion","Sensitivity C1-TagDisp","Uses parest_flag(305)=1 and fish_flags(43/44)=1 to estimate one shared direct-tau negative-binomial dispersion parameter with source-supported bounds. Because parest_flag(305) also changes the negative-binomial parameterisation from the legacy fish-parameter form, this is a compound observation-model diagnostic rather than a stand-alone final-model candidate.",1,0,0,"baseline",0,"negative_binomial",TRUE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p036-C1-TagRR2021","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagRR2021","OPR69 end1 weight 0 base LF; separate 2021 campaign reporting rate","Sensitivity C1-TagRR2021","Adds one reporting-rate parameter for the dominant 2021 campaign/fishery cells while retaining their existing target and prior precision. This separates campaign-specific reporting from past releases without deleting observations.",1,0,0,"baseline",0,"negative_binomial",FALSE,FALSE,"none","campaign",0.52015,485.2,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p037-C1-TagRR2021Wide","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagRR2021Wide","OPR69 end1 weight 0 base LF; separate 2021 reporting rate with wider prior","Sensitivity C1-TagRR2021Wide","Adds the same single 2021 campaign reporting-rate parameter and reduces its prior penalty ten-fold, widening the prior SD from about 0.032 to about 0.10. This tests prior conflict while avoiding a high-dimensional release-by-fishery expansion.",1,0,0,"baseline",0,"negative_binomial",FALSE,FALSE,"none","campaign",0.52015,48.52,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p038-C1-TagMixRR2021","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagMixRR2021","OPR69 end1 weight 0 base LF; 2021 mixing-period reporting correction","Sensitivity C1-TagMixRR2021","Sets tag_flags(18/60,2)=1 so uncertain reporting-rate corrections are excluded during their pre-mixing periods, as recommended by the manual and ongoing-dev validation.",1,0,0,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"2021",NA,0,NA,NA,"12.par",1
"12p039-C1-TagMixRRAll","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagMixRRAll","OPR69 end1 weight 0 base LF; all-release mixing-period reporting correction","Sensitivity C1-TagMixRRAll","Sets tag_flags(:,2)=1 for every release, restoring the source/manual-recommended treatment of reporting rates during pre-mixing periods.",1,0,0,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"all",NA,0,NA,NA,"12.par",1
"12p040-C2-TagWt0300","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagWt0300","OPR69 end1 weight 100 base LF; tag likelihood weight 0.300","Sensitivity C2-TagWt0300","Scales only the tag likelihood to 0.300 with parest_flag(177)=300. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,100,1000,"baseline",300,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.3
"12p041-C2-TagWt0100","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagWt0100","OPR69 end1 weight 100 base LF; tag likelihood weight 0.100","Sensitivity C2-TagWt0100","Scales only the tag likelihood to 0.100 with parest_flag(177)=100. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,100,1000,"baseline",100,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.1
"12p042-C2-TagWt0030","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagWt0030","OPR69 end1 weight 100 base LF; tag likelihood weight 0.030","Sensitivity C2-TagWt0030","Scales only the tag likelihood to 0.030 with parest_flag(177)=30. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,100,1000,"baseline",30,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.03
"12p043-C2-TagWt0001","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagWt0001","OPR69 end1 weight 100 base LF; tag likelihood weight 0.001","Sensitivity C2-TagWt0001","Scales only the tag likelihood to 0.001 with parest_flag(177)=1. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,100,1000,"baseline",1,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.001
"12p044-C2-TagCond","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagCond","OPR69 end1 weight 100 base LF; recaptures-conditioned tags","Sensitivity C2-TagCond","Uses parest_flag(249)=1 so tag data primarily inform relative spatial/fishery recapture patterns rather than absolute recapture magnitude and temporal mortality. This is a different observation model, not an automatic preferred case.",1,100,1000,"baseline",0,"recaptures_conditioned",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p045-C2-TagDrop2021","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagDrop2021","OPR69 end1 weight 100 base LF; 2021 releases removed","Sensitivity C2-TagDrop2021","Removes the two 2021 release groups as a deletion diagnostic and synchronises TAG, FRQ, all MFCL 1007 tag sections, and reporting maps. Objective values are not directly comparable because the data differ.",1,100,1000,"baseline",0,"negative_binomial",FALSE,TRUE,"both","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p046-C2-TagDisp","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagDisp","OPR69 end1 weight 100 base LF; estimated pooled tag overdispersion","Sensitivity C2-TagDisp","Uses parest_flag(305)=1 and fish_flags(43/44)=1 to estimate one shared direct-tau negative-binomial dispersion parameter with source-supported bounds. Because parest_flag(305) also changes the negative-binomial parameterisation from the legacy fish-parameter form, this is a compound observation-model diagnostic rather than a stand-alone final-model candidate.",1,100,1000,"baseline",0,"negative_binomial",TRUE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p047-C2-TagRR2021","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagRR2021","OPR69 end1 weight 100 base LF; separate 2021 campaign reporting rate","Sensitivity C2-TagRR2021","Adds one reporting-rate parameter for the dominant 2021 campaign/fishery cells while retaining their existing target and prior precision. This separates campaign-specific reporting from past releases without deleting observations.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","campaign",0.52015,485.2,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p048-C2-TagRR2021Wide","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagRR2021Wide","OPR69 end1 weight 100 base LF; separate 2021 reporting rate with wider prior","Sensitivity C2-TagRR2021Wide","Adds the same single 2021 campaign reporting-rate parameter and reduces its prior penalty ten-fold, widening the prior SD from about 0.032 to about 0.10. This tests prior conflict while avoiding a high-dimensional release-by-fishery expansion.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","campaign",0.52015,48.52,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p049-C2-TagMixRR2021","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagMixRR2021","OPR69 end1 weight 100 base LF; 2021 mixing-period reporting correction","Sensitivity C2-TagMixRR2021","Sets tag_flags(18/60,2)=1 so uncertain reporting-rate corrections are excluded during their pre-mixing periods, as recommended by the manual and ongoing-dev validation.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"2021",NA,0,NA,NA,"12.par",1
"12p050-C2-TagMixRRAll","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagMixRRAll","OPR69 end1 weight 100 base LF; all-release mixing-period reporting correction","Sensitivity C2-TagMixRRAll","Sets tag_flags(:,2)=1 for every release, restoring the source/manual-recommended treatment of reporting rates during pre-mixing periods.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"all",NA,0,NA,NA,"12.par",1
"12p051-C3-TagWt0300","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagWt0300","OPR69 end1 weight 100 group-consistent LF; tag likelihood weight 0.300","Sensitivity C3-TagWt0300","Scales only the tag likelihood to 0.300 with parest_flag(177)=300. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,100,1000,"group_consistent",300,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.3
"12p052-C3-TagWt0100","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagWt0100","OPR69 end1 weight 100 group-consistent LF; tag likelihood weight 0.100","Sensitivity C3-TagWt0100","Scales only the tag likelihood to 0.100 with parest_flag(177)=100. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,100,1000,"group_consistent",100,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.1
"12p053-C3-TagWt0030","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagWt0030","OPR69 end1 weight 100 group-consistent LF; tag likelihood weight 0.030","Sensitivity C3-TagWt0030","Scales only the tag likelihood to 0.030 with parest_flag(177)=30. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,100,1000,"group_consistent",30,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.03
